fold,origin_id,origin_date,arm,inner_n,direction_candidate,magnitude_candidate,probability_candidate
1,decision_close_2023_1,2023-01-19,history,45,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
1,decision_close_2023_1,2023-01-19,history_tfidf,45,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized
1,decision_close_2023_1,2023-01-19,history_lsa,45,history_lsa|lambda=0.001|scaling=column_standardized,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
1,decision_close_2023_1,2023-01-19,history_qwen_all,45,history_qwen_all|lambda=0.001|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
1,decision_close_2023_1,2023-01-19,history_qwen_inflation,45,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
1,decision_close_2023_1,2023-01-19,history_qwen_demand,45,history_qwen_demand|lambda=0.01|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
1,decision_close_2023_1,2023-01-19,history_qwen_forward,45,history_qwen_forward|lambda=0.001|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
1,decision_close_2023_1,2023-01-19,history_qwen_scores_only,45,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
1,decision_close_2023_1,2023-01-19,history_qwen_missing_only,45,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
1,decision_close_2023_1,2023-01-19,proxy_market,45,proxy_market|lambda=0.01|scaling=fixed,proxy_market|lambda=10|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
1,decision_close_2023_1,2023-01-19,proxy_market_lsa,45,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=10|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
1,decision_close_2023_1,2023-01-19,history_transformer,45,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
2,decision_close_2023_2,2023-02-23,history,46,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
2,decision_close_2023_2,2023-02-23,history_tfidf,46,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized
2,decision_close_2023_2,2023-02-23,history_lsa,46,history_lsa|lambda=0.001|scaling=column_standardized,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
2,decision_close_2023_2,2023-02-23,history_qwen_all,46,history_qwen_all|lambda=0.001|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
2,decision_close_2023_2,2023-02-23,history_qwen_inflation,46,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=10|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
2,decision_close_2023_2,2023-02-23,history_qwen_demand,46,history_qwen_demand|lambda=0.01|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
2,decision_close_2023_2,2023-02-23,history_qwen_forward,46,history_qwen_forward|lambda=0.001|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
2,decision_close_2023_2,2023-02-23,history_qwen_scores_only,46,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
2,decision_close_2023_2,2023-02-23,history_qwen_missing_only,46,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
2,decision_close_2023_2,2023-02-23,proxy_market,46,proxy_market|lambda=0.01|scaling=fixed,proxy_market|lambda=10|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
2,decision_close_2023_2,2023-02-23,proxy_market_lsa,46,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=10|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
2,decision_close_2023_2,2023-02-23,history_transformer,46,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
3,decision_close_2023_3,2023-03-23,history,47,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
3,decision_close_2023_3,2023-03-23,history_tfidf,47,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
3,decision_close_2023_3,2023-03-23,history_lsa,47,history_lsa|lambda=0.001|scaling=column_standardized,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
3,decision_close_2023_3,2023-03-23,history_qwen_all,47,history_qwen_all|lambda=0.001|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
3,decision_close_2023_3,2023-03-23,history_qwen_inflation,47,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=10|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
3,decision_close_2023_3,2023-03-23,history_qwen_demand,47,history_qwen_demand|lambda=0.01|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
3,decision_close_2023_3,2023-03-23,history_qwen_forward,47,history_qwen_forward|lambda=0.001|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
3,decision_close_2023_3,2023-03-23,history_qwen_scores_only,47,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
3,decision_close_2023_3,2023-03-23,history_qwen_missing_only,47,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
3,decision_close_2023_3,2023-03-23,proxy_market,47,proxy_market|lambda=0.01|scaling=fixed,proxy_market|lambda=10|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
3,decision_close_2023_3,2023-03-23,proxy_market_lsa,47,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=10|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
3,decision_close_2023_3,2023-03-23,history_transformer,47,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
4,decision_close_2023_4,2023-04-27,history,48,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
4,decision_close_2023_4,2023-04-27,history_tfidf,48,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
4,decision_close_2023_4,2023-04-27,history_lsa,48,history_lsa|lambda=0.001|scaling=column_standardized,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
4,decision_close_2023_4,2023-04-27,history_qwen_all,48,history_qwen_all|lambda=0.001|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
4,decision_close_2023_4,2023-04-27,history_qwen_inflation,48,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=10|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
4,decision_close_2023_4,2023-04-27,history_qwen_demand,48,history_qwen_demand|lambda=0.01|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
4,decision_close_2023_4,2023-04-27,history_qwen_forward,48,history_qwen_forward|lambda=0.001|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
4,decision_close_2023_4,2023-04-27,history_qwen_scores_only,48,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
4,decision_close_2023_4,2023-04-27,history_qwen_missing_only,48,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
4,decision_close_2023_4,2023-04-27,proxy_market,48,proxy_market|lambda=0.01|scaling=fixed,proxy_market|lambda=10|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
4,decision_close_2023_4,2023-04-27,proxy_market_lsa,48,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=10|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
4,decision_close_2023_4,2023-04-27,history_transformer,48,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
5,decision_close_2023_5,2023-05-25,history,49,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
5,decision_close_2023_5,2023-05-25,history_tfidf,49,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
5,decision_close_2023_5,2023-05-25,history_lsa,49,history_lsa|lambda=0.001|scaling=column_standardized,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
5,decision_close_2023_5,2023-05-25,history_qwen_all,49,history_qwen_all|lambda=0.001|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
5,decision_close_2023_5,2023-05-25,history_qwen_inflation,49,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=10|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
5,decision_close_2023_5,2023-05-25,history_qwen_demand,49,history_qwen_demand|lambda=0.01|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
5,decision_close_2023_5,2023-05-25,history_qwen_forward,49,history_qwen_forward|lambda=0.001|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
5,decision_close_2023_5,2023-05-25,history_qwen_scores_only,49,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
5,decision_close_2023_5,2023-05-25,history_qwen_missing_only,49,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
5,decision_close_2023_5,2023-05-25,proxy_market,49,proxy_market|lambda=0.01|scaling=fixed,proxy_market|lambda=10|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
5,decision_close_2023_5,2023-05-25,proxy_market_lsa,49,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=10|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
5,decision_close_2023_5,2023-05-25,history_transformer,49,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
6,decision_close_2023_6,2023-06-22,history,50,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
6,decision_close_2023_6,2023-06-22,history_tfidf,50,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
6,decision_close_2023_6,2023-06-22,history_lsa,50,history_lsa|lambda=0.001|scaling=column_standardized,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
6,decision_close_2023_6,2023-06-22,history_qwen_all,50,history_qwen_all|lambda=0.001|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
6,decision_close_2023_6,2023-06-22,history_qwen_inflation,50,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
6,decision_close_2023_6,2023-06-22,history_qwen_demand,50,history_qwen_demand|lambda=0.01|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
6,decision_close_2023_6,2023-06-22,history_qwen_forward,50,history_qwen_forward|lambda=0.001|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
6,decision_close_2023_6,2023-06-22,history_qwen_scores_only,50,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
6,decision_close_2023_6,2023-06-22,history_qwen_missing_only,50,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
6,decision_close_2023_6,2023-06-22,proxy_market,50,proxy_market|lambda=0.01|scaling=fixed,proxy_market|lambda=10|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
6,decision_close_2023_6,2023-06-22,proxy_market_lsa,50,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=10|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
6,decision_close_2023_6,2023-06-22,history_transformer,50,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
7,decision_close_2023_7,2023-07-20,history,51,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.1|scaling=fixed
7,decision_close_2023_7,2023-07-20,history_tfidf,51,history_tfidf|lambda=0.001|scaling=row_only,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
7,decision_close_2023_7,2023-07-20,history_lsa,51,history_lsa|lambda=0.001|scaling=column_standardized,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
7,decision_close_2023_7,2023-07-20,history_qwen_all,51,history_qwen_all|lambda=0.001|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
7,decision_close_2023_7,2023-07-20,history_qwen_inflation,51,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.1|scaling=fixed
7,decision_close_2023_7,2023-07-20,history_qwen_demand,51,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
7,decision_close_2023_7,2023-07-20,history_qwen_forward,51,history_qwen_forward|lambda=0.001|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
7,decision_close_2023_7,2023-07-20,history_qwen_scores_only,51,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
7,decision_close_2023_7,2023-07-20,history_qwen_missing_only,51,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.1|scaling=fixed
7,decision_close_2023_7,2023-07-20,proxy_market,51,proxy_market|lambda=0.01|scaling=fixed,proxy_market|lambda=10|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
7,decision_close_2023_7,2023-07-20,proxy_market_lsa,51,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=10|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
7,decision_close_2023_7,2023-07-20,history_transformer,51,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
8,decision_close_2023_8,2023-08-24,history,52,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
8,decision_close_2023_8,2023-08-24,history_tfidf,52,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=0.001|scaling=column_standardized,history_tfidf|lambda=10|scaling=column_standardized
8,decision_close_2023_8,2023-08-24,history_lsa,52,history_lsa|lambda=0.001|scaling=column_standardized,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
8,decision_close_2023_8,2023-08-24,history_qwen_all,52,history_qwen_all|lambda=0.001|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
8,decision_close_2023_8,2023-08-24,history_qwen_inflation,52,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
8,decision_close_2023_8,2023-08-24,history_qwen_demand,52,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
8,decision_close_2023_8,2023-08-24,history_qwen_forward,52,history_qwen_forward|lambda=0.001|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
8,decision_close_2023_8,2023-08-24,history_qwen_scores_only,52,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
8,decision_close_2023_8,2023-08-24,history_qwen_missing_only,52,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
8,decision_close_2023_8,2023-08-24,proxy_market,52,proxy_market|lambda=0.01|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
8,decision_close_2023_8,2023-08-24,proxy_market_lsa,52,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=1|scaling=row_only,proxy_market_lsa|lambda=0.1|scaling=column_standardized
8,decision_close_2023_8,2023-08-24,history_transformer,52,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=1|scaling=fixed
9,decision_close_2023_9,2023-09-21,history,53,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
9,decision_close_2023_9,2023-09-21,history_tfidf,53,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized
9,decision_close_2023_9,2023-09-21,history_lsa,53,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
9,decision_close_2023_9,2023-09-21,history_qwen_all,53,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
9,decision_close_2023_9,2023-09-21,history_qwen_inflation,53,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
9,decision_close_2023_9,2023-09-21,history_qwen_demand,53,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
9,decision_close_2023_9,2023-09-21,history_qwen_forward,53,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
9,decision_close_2023_9,2023-09-21,history_qwen_scores_only,53,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
9,decision_close_2023_9,2023-09-21,history_qwen_missing_only,53,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
9,decision_close_2023_9,2023-09-21,proxy_market,53,proxy_market|lambda=0.01|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
9,decision_close_2023_9,2023-09-21,proxy_market_lsa,53,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=1|scaling=row_only,proxy_market_lsa|lambda=0.1|scaling=column_standardized
9,decision_close_2023_9,2023-09-21,history_transformer,53,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=1|scaling=fixed
10,decision_close_2023_10,2023-10-26,history,54,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
10,decision_close_2023_10,2023-10-26,history_tfidf,54,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized
10,decision_close_2023_10,2023-10-26,history_lsa,54,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
10,decision_close_2023_10,2023-10-26,history_qwen_all,54,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
10,decision_close_2023_10,2023-10-26,history_qwen_inflation,54,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
10,decision_close_2023_10,2023-10-26,history_qwen_demand,54,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
10,decision_close_2023_10,2023-10-26,history_qwen_forward,54,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
10,decision_close_2023_10,2023-10-26,history_qwen_scores_only,54,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
10,decision_close_2023_10,2023-10-26,history_qwen_missing_only,54,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
10,decision_close_2023_10,2023-10-26,proxy_market,54,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
10,decision_close_2023_10,2023-10-26,proxy_market_lsa,54,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=1|scaling=row_only,proxy_market_lsa|lambda=0.1|scaling=column_standardized
10,decision_close_2023_10,2023-10-26,history_transformer,54,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=1|scaling=fixed
11,decision_close_2023_11,2023-11-23,history,55,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
11,decision_close_2023_11,2023-11-23,history_tfidf,55,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized
11,decision_close_2023_11,2023-11-23,history_lsa,55,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
11,decision_close_2023_11,2023-11-23,history_qwen_all,55,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
11,decision_close_2023_11,2023-11-23,history_qwen_inflation,55,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
11,decision_close_2023_11,2023-11-23,history_qwen_demand,55,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
11,decision_close_2023_11,2023-11-23,history_qwen_forward,55,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
11,decision_close_2023_11,2023-11-23,history_qwen_scores_only,55,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
11,decision_close_2023_11,2023-11-23,history_qwen_missing_only,55,history_qwen_missing_only|lambda=0.001|scaling=fixed,history_qwen_missing_only|lambda=1|scaling=fixed,history_qwen_missing_only|lambda=0.01|scaling=fixed
11,decision_close_2023_11,2023-11-23,proxy_market,55,proxy_market|lambda=0.1|scaling=fixed,proxy_market|lambda=1|scaling=fixed,proxy_market|lambda=0.1|scaling=fixed
11,decision_close_2023_11,2023-11-23,proxy_market_lsa,55,proxy_market_lsa|lambda=0.01|scaling=column_standardized,proxy_market_lsa|lambda=1|scaling=column_standardized,proxy_market_lsa|lambda=0.1|scaling=column_standardized
11,decision_close_2023_11,2023-11-23,history_transformer,55,history_transformer|lambda=0.001|scaling=fixed,history_transformer|lambda=0.1|scaling=fixed,history_transformer|lambda=1|scaling=fixed
12,decision_close_2023_12,2023-12-21,history,56,history|lambda=0.001|scaling=fixed,history|lambda=1|scaling=fixed,history|lambda=0.01|scaling=fixed
12,decision_close_2023_12,2023-12-21,history_tfidf,56,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized,history_tfidf|lambda=1|scaling=column_standardized
12,decision_close_2023_12,2023-12-21,history_lsa,56,history_lsa|lambda=0.01|scaling=row_only,history_lsa|lambda=1|scaling=row_only,history_lsa|lambda=0.1|scaling=column_standardized
12,decision_close_2023_12,2023-12-21,history_qwen_all,56,history_qwen_all|lambda=0.01|scaling=fixed,history_qwen_all|lambda=1|scaling=fixed,history_qwen_all|lambda=0.1|scaling=fixed
12,decision_close_2023_12,2023-12-21,history_qwen_inflation,56,history_qwen_inflation|lambda=0.01|scaling=fixed,history_qwen_inflation|lambda=1|scaling=fixed,history_qwen_inflation|lambda=0.01|scaling=fixed
12,decision_close_2023_12,2023-12-21,history_qwen_demand,56,history_qwen_demand|lambda=0.001|scaling=fixed,history_qwen_demand|lambda=1|scaling=fixed,history_qwen_demand|lambda=0.1|scaling=fixed
12,decision_close_2023_12,2023-12-21,history_qwen_forward,56,history_qwen_forward|lambda=0.01|scaling=fixed,history_qwen_forward|lambda=1|scaling=fixed,history_qwen_forward|lambda=0.1|scaling=fixed
12,decision_close_2023_12,2023-12-21,history_qwen_scores_only,56,history_qwen_scores_only|lambda=0.001|scaling=fixed,history_qwen_scores_only|lambda=1|scaling=fixed,history_qwen_scores_only|lambda=0.1|scaling=fixed
